1534753214.175831 server started (53732): version 2.7, socket /private/tmp/tmux-501/default, protocol 8
1534753214.175884 on Darwin 17.7.0 Darwin Kernel Version 17.7.0: Fri Jul  6 19:54:51 PDT 2018; root:xnu-4570.71.3~2/RELEASE_X86_64; libevent 2.1.8-stable (select)
1534753214.177529 add peer 0x7f8a6b810a00: 8 (0x7f8a6b810000)
1534753214.177566 new client 0x7f8a6b810000
1534753214.177642 loading /usr/local/etc/tmux.conf
1534753214.177662 loading /Users/boomfaya/.tmux.conf
1534753214.177679 server loop enter
1534753214.177746 peer 0x7f8a6b810a00 message 100
1534753214.177759 client 0x7f8a6b810000 IDENTIFY_FLAGS 0x10000
1534753214.177775 peer 0x7f8a6b810a00 message 101
1534753214.177791 client 0x7f8a6b810000 IDENTIFY_TERM xterm-256color
1534753214.177802 peer 0x7f8a6b810a00 message 102
1534753214.177811 client 0x7f8a6b810000 IDENTIFY_TTYNAME /dev/ttys000
1534753214.177821 peer 0x7f8a6b810a00 message 108
1534753214.177838 client 0x7f8a6b810000 IDENTIFY_CWD /Users/boomfaya/go/src/github.com/hello-operator/hello-operator
1534753214.177850 peer 0x7f8a6b810a00 message 104
1534753214.177860 client 0x7f8a6b810000 IDENTIFY_STDIN 6
1534753214.177869 peer 0x7f8a6b810a00 message 107
1534753214.177877 client 0x7f8a6b810000 IDENTIFY_CLIENTPID 53730
1534753214.177885 peer 0x7f8a6b810a00 message 105
1534753214.177899 client 0x7f8a6b810000 IDENTIFY_ENVIRON TERM_PROGRAM=Apple_Terminal
1534753214.177908 peer 0x7f8a6b810a00 message 105
1534753214.177917 client 0x7f8a6b810000 IDENTIFY_ENVIRON SHELL=/bin/bash
1534753214.177925 peer 0x7f8a6b810a00 message 105
1534753214.177935 client 0x7f8a6b810000 IDENTIFY_ENVIRON TERM=xterm-256color
1534753214.177943 peer 0x7f8a6b810a00 message 105
1534753214.177956 client 0x7f8a6b810000 IDENTIFY_ENVIRON TMPDIR=/var/folders/bd/s4sljn7971v1crx8w_ng5dw80000gn/T/
1534753214.177966 peer 0x7f8a6b810a00 message 105
1534753214.177976 client 0x7f8a6b810000 IDENTIFY_ENVIRON Apple_PubSub_Socket_Render=/private/tmp/com.apple.launchd.KwcQto41IO/Render
1534753214.177984 peer 0x7f8a6b810a00 message 105
1534753214.177994 client 0x7f8a6b810000 IDENTIFY_ENVIRON TERM_PROGRAM_VERSION=404
1534753214.178002 peer 0x7f8a6b810a00 message 105
1534753214.178012 client 0x7f8a6b810000 IDENTIFY_ENVIRON OLDPWD=/Users/boomfaya/go/src/github.com/hello-operator
1534753214.178020 peer 0x7f8a6b810a00 message 105
1534753214.178029 client 0x7f8a6b810000 IDENTIFY_ENVIRON TERM_SESSION_ID=61C5D989-F254-48DA-9F65-A63D33E0629A
1534753214.178038 peer 0x7f8a6b810a00 message 105
1534753214.178047 client 0x7f8a6b810000 IDENTIFY_ENVIRON USER=boomfaya
1534753214.178055 peer 0x7f8a6b810a00 message 105
1534753214.178064 client 0x7f8a6b810000 IDENTIFY_ENVIRON SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.xCPHqxhbIF/Listeners
1534753214.178073 peer 0x7f8a6b810a00 message 105
1534753214.178084 client 0x7f8a6b810000 IDENTIFY_ENVIRON PATH=/usr/local/bin:/usr/bin:/bin:/usr/sbin:/sbin:/usr/local/go/bin:/usr/local/go/bin:/Users/boomfaya/go/bin:/usr/local/opt/go/libexec/bin
1534753214.178093 peer 0x7f8a6b810a00 message 105
1534753214.178103 client 0x7f8a6b810000 IDENTIFY_ENVIRON PWD=/Users/boomfaya/go/src/github.com/hello-operator/hello-operator
1534753214.178111 peer 0x7f8a6b810a00 message 105
1534753214.178120 client 0x7f8a6b810000 IDENTIFY_ENVIRON LANG=fr_FR.UTF-8
1534753214.178129 peer 0x7f8a6b810a00 message 105
1534753214.178138 client 0x7f8a6b810000 IDENTIFY_ENVIRON XPC_FLAGS=0x0
1534753214.178146 peer 0x7f8a6b810a00 message 105
1534753214.178155 client 0x7f8a6b810000 IDENTIFY_ENVIRON XPC_SERVICE_NAME=0
1534753214.178164 peer 0x7f8a6b810a00 message 105
1534753214.178173 client 0x7f8a6b810000 IDENTIFY_ENVIRON SHLVL=1
1534753214.178181 peer 0x7f8a6b810a00 message 105
1534753214.178190 client 0x7f8a6b810000 IDENTIFY_ENVIRON HOME=/Users/boomfaya
1534753214.178199 peer 0x7f8a6b810a00 message 105
1534753214.178207 client 0x7f8a6b810000 IDENTIFY_ENVIRON LOGNAME=boomfaya
1534753214.178215 peer 0x7f8a6b810a00 message 105
1534753214.178224 client 0x7f8a6b810000 IDENTIFY_ENVIRON GOPATH=/Users/boomfaya/go
1534753214.178233 peer 0x7f8a6b810a00 message 105
1534753214.178243 client 0x7f8a6b810000 IDENTIFY_ENVIRON _=/usr/local/bin/tmux
1534753214.178271 peer 0x7f8a6b810a00 message 106
1534753214.178280 client 0x7f8a6b810000 name is /dev/ttys000
1534753214.178312 tty_resize: /dev/ttys000 now 241x53
1534753214.178324 peer 0x7f8a6b810a00 message 200
1534753214.178342 cmdq_next <global>: enter
1534753214.178355 cmdq_next <global>: command[bind-key] (0), flags 0
1534753226.895489 /dev/ttys000: next key is 1 (\r) (expired=0)
1534753226.895511 /dev/ttys000: complete key \r 0xd
1534753226.895536 session 0 activity 1534753226.895531 (last 1534753226.728964)
1534753226.895559 cmd_find_from_session: s=$0
1534753226.895580 cmd_find_from_session: wl=0 1 w=@0 bash
1534753226.895598 cmd_find_from_session: wp=%0
1534753226.895616 cmd_find_from_session: idx=none
1534753226.895636 session 0 not pasting
1534753226.895657 key table root (pane %0)
1534753226.895676 not found in key table root
1534753226.895698 writing key 0xd (Enter) to %0
1534753226.895722 cmdq_next <global>: empty
1534753226.895744 cmdq_next <0x7f8a6b810000>: empty
1534753226.895768 @0 active pane changed
1534753226.895787 @0 name timer already queued (210464 left)
1534753226.895846 cmdq_next <global>: empty
1534753226.895870 cmdq_next <0x7f8a6b810000>: empty
1534753226.895891 @0 active pane changed
1534753226.895911 @0 name timer already queued (210340 left)
1534753226.895962 %0 has 2 bytes
1534753226.895986 @0 alerts timer reset 0
1534753226.896010 screen_write_start: size 241x52, pane %0
1534753226.896032 input_parse: %0 ground, 2 bytes: \r\n
1534753226.896051 input_c0_dispatch: '\r'
1534753226.896071 input_c0_dispatch: '\n'
1534753226.896090 screen_write_linefeed: at 0,3 (region 0-51)
1534753226.896111 screen_write_collect_flush: flushed 0 items (0 bytes)
1534753226.896130 screen_write_stop: 0 cells (0 written, 0 skipped)
1534753226.896152 cmdq_next <global>: empty
1534753226.896171 cmdq_next <0x7f8a6b810000>: empty
1534753226.896207 /dev/ttys000: \r
1534753226.896230 /dev/ttys000: \n
1534753226.896250 @0 active pane changed
1534753226.896269 @0 name timer already queued (209982 left)
1534753226.896321 /dev/ttys000: wrote 2 bytes (of 2)
1534753226.896356 %0 has 25 bytes
1534753226.896442 @0 alerts timer reset 0
1534753226.896478 screen_write_start: size 241x52, pane %0
1534753226.896503 input_parse: %0 ground, 25 bytes: logout\r\nSaving session...
1534753226.896525 screen_write_collect_end: 6 logout (at 0,4)
1534753226.896548 input_c0_dispatch: '\r'
1534753226.896566 input_c0_dispatch: '\n'
1534753226.896586 screen_write_linefeed: at 0,4 (region 0-51)
1534753226.896615 screen_write_collect_end: 17 Saving session... (at 0,5)
1534753226.896641 /dev/ttys000: logout
1534753226.896664 /dev/ttys000: \r
1534753226.896683 /dev/ttys000: \n
1534753226.896703 /dev/ttys000: Saving session...
1534753226.896725 screen_write_collect_flush: flushed 2 items (23 bytes)
1534753226.896745 screen_write_stop: 23 cells (23 written, 0 skipped)
1534753226.896769 cmdq_next <global>: empty
1534753226.896791 cmdq_next <0x7f8a6b810000>: empty
1534753226.896814 @0 active pane changed
1534753226.896835 @0 name timer already queued (209417 left)
1534753226.896902 /dev/ttys000: wrote 25 bytes (of 25)
1534753226.896925 cmdq_next <global>: empty
1534753226.896946 cmdq_next <0x7f8a6b810000>: empty
1534753226.896967 @0 active pane changed
1534753226.896987 @0 name timer already queued (209264 left)
1534753226.919737 %0 has 22 bytes
1534753226.919765 @0 alerts timer reset 0
1534753226.919780 screen_write_start: size 241x52, pane %0
1534753226.919793 input_parse: %0 ground, 22 bytes: \r\n...saving history...
1534753226.919803 input_c0_dispatch: '\r'
1534753226.919812 input_c0_dispatch: '\n'
1534753226.919823 screen_write_linefeed: at 0,5 (region 0-51)
1534753226.919834 screen_write_collect_end: 20 ...saving history... (at 0,6)
1534753226.919846 /dev/ttys000: \r
1534753226.919857 /dev/ttys000: \n
1534753226.919868 /dev/ttys000: ...saving history...
1534753226.919879 screen_write_collect_flush: flushed 1 items (20 bytes)
1534753226.919889 screen_write_stop: 20 cells (20 written, 0 skipped)
1534753226.919901 cmdq_next <global>: empty
1534753226.919911 cmdq_next <0x7f8a6b810000>: empty
1534753226.919923 @0 active pane changed
1534753226.919934 @0 name timer already queued (186316 left)
1534753226.919967 /dev/ttys000: wrote 22 bytes (of 22)
1534753226.919979 cmdq_next <global>: empty
1534753226.919989 cmdq_next <0x7f8a6b810000>: empty
1534753226.919999 @0 active pane changed
1534753226.920009 @0 name timer already queued (186240 left)
1534753226.929708 %0 has 27 bytes
1534753226.929732 @0 alerts timer reset 0
1534753226.929744 screen_write_start: size 241x52, pane %0
1534753226.929755 input_parse: %0 ground, 27 bytes: truncating history files...
1534753226.929765 screen_write_collect_end: 27 truncating history files... (at 20,6)
1534753226.929778 /dev/ttys000: truncating history files...
1534753226.929788 screen_write_collect_flush: flushed 1 items (27 bytes)
1534753226.929797 screen_write_stop: 27 cells (27 written, 0 skipped)
1534753226.929807 cmdq_next <global>: empty
1534753226.929816 cmdq_next <0x7f8a6b810000>: empty
1534753226.929827 @0 active pane changed
1534753226.929836 @0 name timer already queued (176414 left)
1534753226.929865 /dev/ttys000: wrote 27 bytes (of 27)
1534753226.929874 cmdq_next <global>: empty
1534753226.929883 cmdq_next <0x7f8a6b810000>: empty
1534753226.929892 @0 active pane changed
1534753226.929900 @0 name timer already queued (176349 left)
1534753226.930094 %0 has 5 bytes
1534753226.930115 @0 alerts timer reset 0
1534753226.930127 screen_write_start: size 241x52, pane %0
1534753226.930137 input_parse: %0 ground, 5 bytes: \r\n...
1534753226.930145 input_c0_dispatch: '\r'
1534753226.930153 input_c0_dispatch: '\n'
1534753226.930162 screen_write_linefeed: at 0,6 (region 0-51)
1534753226.930171 screen_write_collect_end: 3 ... (at 0,7)
1534753226.930181 /dev/ttys000: \r
1534753226.930190 /dev/ttys000: \n
1534753226.930198 /dev/ttys000: ...
1534753226.930207 screen_write_collect_flush: flushed 1 items (3 bytes)
1534753226.930216 screen_write_stop: 3 cells (3 written, 0 skipped)
1534753226.930225 cmdq_next <global>: empty
1534753226.930234 cmdq_next <0x7f8a6b810000>: empty
1534753226.930244 @0 active pane changed
1534753226.930253 @0 name timer already queued (175997 left)
1534753226.930275 %0 has 12 bytes
1534753226.930284 @0 alerts timer reset 0
1534753226.930294 screen_write_start: size 241x52, pane %0
1534753226.930303 input_parse: %0 ground, 12 bytes: completed.\r\n
1534753226.930312 screen_write_collect_end: 10 completed. (at 3,7)
1534753226.930321 input_c0_dispatch: '\r'
1534753226.930332 input_c0_dispatch: '\n'
1534753226.930342 screen_write_linefeed: at 0,7 (region 0-51)
1534753226.930351 /dev/ttys000: completed.
1534753226.930360 screen_write_collect_flush: flushed 1 items (10 bytes)
1534753226.930369 screen_write_stop: 10 cells (10 written, 0 skipped)
1534753226.930385 /dev/ttys000: wrote 15 bytes (of 15)
1534753226.930395 cmdq_next <global>: empty
1534753226.930404 cmdq_next <0x7f8a6b810000>: empty
1534753226.930413 /dev/ttys000: \r
1534753226.930421 /dev/ttys000: \n
1534753226.930430 @0 active pane changed
1534753226.930439 @0 name timer already queued (175811 left)
1534753226.930463 /dev/ttys000: wrote 2 bytes (of 2)
1534753226.930473 cmdq_next <global>: empty
1534753226.930481 cmdq_next <0x7f8a6b810000>: empty
1534753226.930490 @0 active pane changed
1534753226.930498 @0 name timer already queued (175751 left)
1534753226.937386 %0 error
1534753226.937431 cmd_find_from_window: s=$0
1534753226.937444 cmd_find_from_window: wl=0 1 w=@0 bash
1534753226.937453 cmd_find_from_window: wp=%0
1534753226.937462 cmd_find_from_window: idx=0
1534753226.937470 cmd_find_from_pane: s=$0
1534753226.937478 cmd_find_from_pane: wl=0 1 w=@0 bash
1534753226.937486 cmd_find_from_pane: wp=%0
1534753226.937494 cmd_find_from_pane: idx=0
1534753226.937503 session_add_ref: 0 notify_add, now 2
1534753226.937514 cmd_find_from_window: s=$0
1534753226.937522 cmd_find_from_window: wl=0 1 w=@0 bash
1534753226.937530 cmd_find_from_window: wp=%0
1534753226.937538 cmd_find_from_window: idx=0
1534753226.937547 window_add_ref: @0 notify_add, now 2
1534753226.937555 session_add_ref: 0 notify_add, now 3
1534753226.937564 window_lost_pane: @0 pane %0
1534753226.937581 cmd_find_from_session_window: s=$0
1534753226.937604 cmd_find_from_session_window: wl=0 1 w=@0 bash
1534753226.937613 cmd_find_from_session_window: wp=none
1534753226.937622 cmd_find_from_session_window: idx=0
1534753226.937631 session_add_ref: 0 notify_add, now 4
1534753226.937641 window_add_ref: @0 notify_add, now 3
1534753226.937649 session_add_ref: 0 notify_add, now 5
1534753226.937658 window_remove_ref: @0 winlink_remove, now 2
1534753226.937667 session 0 destroyed (session_detach)
1534753226.937676 session_add_ref: 0 notify_add, now 6
1534753226.937685 session_remove_ref: 0 session_destroy, now 5
1534753226.937711 server_signal: Child exited: 20
1534753226.937733 cmdq_next <global>: enter
1534753226.937743 cmdq_next <global>: callback[notify_callback] (1), flags 0
1534753226.937751 notify_callback: pane-exited
1534753226.937761 session_remove_ref: 0 notify_callback, now 4
1534753226.937770 cmdq_next <global>: callback[notify_callback] (1), flags 0
1534753226.937787 notify_callback: window-layout-changed
1534753226.937797 window_remove_ref: @0 notify_callback, now 1
1534753226.937806 session_remove_ref: 0 notify_callback, now 3
1534753226.937815 cmdq_next <global>: callback[notify_callback] (1), flags 0
1534753226.937823 notify_callback: window-unlinked
1534753226.937832 session_remove_ref: 0 notify_callback, now 2
1534753226.937840 window_remove_ref: @0 notify_callback, now 0
1534753226.937848 window @0 destroyed (0 references)
1534753226.937858 session_remove_ref: 0 notify_callback, now 1
1534753226.937867 cmdq_next <global>: callback[notify_callback] (1), flags 0
1534753226.937875 notify_callback: session-closed
1534753226.937883 session_remove_ref: 0 notify_callback, now 0
1534753226.937894 cmdq_next <global>: exit (empty)
1534753226.937911 cmdq_next <0x7f8a6b810000>: empty
1534753226.937920 cmdq_next <global>: empty
1534753226.937928 cmdq_next <0x7f8a6b810000>: empty
1534753226.937940 sending message 203 to peer 0x7f8a6b810a00 (4 bytes)
1534753226.937961 session 0 freed (0 references)
1534753226.937987 cmdq_next <global>: enter
1534753226.937997 cmdq_next <global>: callback[notify_callback] (1), flags 0
1534753226.938005 notify_callback: client-detached
1534753226.938014 unref client 0x7f8a6b810000 (2 references)
1534753226.938023 cmdq_next <global>: exit (empty)
1534753226.938032 cmdq_next <0x7f8a6b810000>: empty
1534753226.938050 cmdq_next <global>: empty
1534753226.938079 cmdq_next <0x7f8a6b810000>: empty
1534753226.938142 peer 0x7f8a6b810a00 message 205
1534753226.938284 sending message 204 to peer 0x7f8a6b810a00 (0 bytes)
1534753226.938303 cmdq_next <global>: empty
1534753226.938313 cmdq_next <0x7f8a6b810000>: empty
1534753226.938337 cmdq_next <global>: empty
1534753226.938346 cmdq_next <0x7f8a6b810000>: empty
1534753226.938664 lost client 0x7f8a6b810000
1534753226.938694 remove peer 0x7f8a6b810a00
1534753226.938710 unref client 0x7f8a6b810000 (1 references)
1534753226.938752 free client 0x7f8a6b810000 (0 references)
1534753226.938762 cmdq_next <global>: empty
1534753226.938771 server loop exit
